
Iteration,Approach,Pickup,Transport,Insert,Total
191,1.8365,1.34227,1.64381,3.70089,8.52375
192,1.80701,1.34868,1.6689,9.1645,13.9893
193,1.76895,1.36286,1.63187,5.84528,10.6092
194,1.82252,1.33331,1.64373,2.13389,6.93369
195,1.79604,1.3346,1.65692,8.32957,13.1174
196,1.79693,1.33384,1.6441,2.98009,7.7552
197,1.79288,1.33648,1.69271,2.37974,7.20206
198,1.81975,1.33591,1.63191,7.45123,12.2391
199,1.78363,1.33707,1.65492,10.5241,15.3
200,1.83356,1.33327,1.65682,2.47283,7.29676
201,1.79307,1.33869,1.66786,2.04832,6.84823
202,1.82051,1.34632,1.61981,8.45188,13.2388
203,1.79717,1.33451,1.64392,3.99752,8.7734
204,1.82179,1.33492,1.66691,2.76803,7.59196
205,1.82028,1.33543,1.65584,23.0371,27.8489
206,1.82798,1.33976,1.64293,4.18042,8.99132
207,1.80747,1.33725,1.67881,8.80698,13.6308
208,1.76033,1.33544,1.64466,1.69186,6.43255
209,1.81475,1.34104,1.65582,2.22913,7.04099
210,1.82223,1.33348,1.63196,7.71161,12.4996
211,1.81199,1.33173,1.62077,1.71943,6.48416
212,1.79539,1.33839,1.64281,2.15674,6.93356
213,1.80806,1.34776,1.63295,5.87117,10.6603
214,1.82443,1.33236,1.64388,1.99971,6.80061
215,1.80692,1.33576,1.66796,8.04036,12.8513
